candidate,party,receipts,disbursements,ind_contributors
"DUNN, BLAINE P HON.",REP,21400.01,21400.01,3600.01
"DUNN, JOSEPH",DEM,18533.29,500,18533.29
"DUNN, MORGAN",REP,0,0,0
"DUNN, NEAL PATRICK MD, FACS",REP,672821.38,656912.88,256421.6
"DUPONT, RICHARD",REP,0,445.74,0
"DURAN, CRISANTA DESIRAE",DEM,176499.6,122376.93,175499.6
"DURBANO, DOUGLAS",REP,240845.71,238355.21,725
"DURBIN, RICHARD J.",DEM,7326799.36,8263750.73,3696013.5
"DUVALL, JOSHUA",REP,5413.42,5215.84,5413.42
"EARLEY, BILLY",REP,29579.95,29579.95,3655
"EARLY, ERIC",REP,4134769.7,3839474.24,4017001.2
"EASON, DONALD",IND,35656,35656,16156
"EASTMAN, KARA",DEM,4524583.42,4578198.75,3830988.85
"EATON, J JACKSON",DEM,0,8550,0
"EAVES, JOHN H DR.",DEM,171494.53,172134.5,167289.53
"EBBEN, JESSI",REP,230177.89,228877.62,128057.64
"EDDINGS, WAYMEN",REP,3025.45,3025.45,2175
"EDICK, DAVID DANIEL JR",NNE,2180.13,1941.13,350
"EDWARDS, ADRIENNE",DEM,0,18.2,0
"EDWARDS, AMANDA",DEM,1013503.56,1012744.62,952497.32
"EDWARDS, CHRISTOPHER",REP,0,875.23,0
"EDWARDS, EDDIE",REP,4389.24,55273.01,823
"EDWARDS, GREG",DEM,0,0,0
"EDWARDS, JANET",REP,15120,15076.15,15120
"EDWARDS, JOHN",DEM,0,0,0
"EGGENBERGER, TRISTAN ALEXANDER",DEM,0,0,0
"EGGMAN, MICHAEL RAY",DEM,12.61,4298.39,0
"EGRIU, EMIN",DEM,27945,27953.61,645
"EHR, PHILLIP CHARLES",DEM,2047923.27,1923275.26,2007440.05
"EICHELBERGER, JOHN H. JR.",REP,49122.3,50272.3,0
"EISEN, JOSH",IND,1615336.2,1613920.08,111836.2
"EKBOM, TRAVIS JAMES",REP,8153.76,8153.76,3579.96
"EKSTROM, CHRIS",REP,1320433.99,1317997.39,177833.99
"ELGAR, MISS BETSY PAULINE",CON,4824617973,3848951085,18853982587
"ELIASON, ANTONIA",DEM,22530.86,18424.09,20024.7
"ELIASON, ERIC R",UNI,0,4192.77,0
"ELIZABETH, TERWILLIGER",LIB,6211.4,5937.18,3651.4
"ELLARS, JAMES ROBERT",DEM,2056.2,1890.25,250.2
"ELLESON, JOHN D",REP,0,0,0
"ELLINGTON, CHARLES RICHARD DR. JR.",REP,16999,16917.4,16999
"ELLIOTT, BOB",REP,427650.26,427650.26,356856.16
"ELLIOTT, CLAIRE ELISABETH",IND,0,0,0
"ELLIOTT, CLAIRE ELISABETH",IND,0,0,0
"ELLIOTT, JOSH DENNIS MR. JR.",REP,5000,4532.85,0
"ELLIOTT, JOYCE ANN SENATOR",DEM,3543886.52,3540156.67,3146457.55
"ELLIOTT, PAUL SIDNEY",REP,20880,10440,0
"ELLIS, KATHRYN GAIL",DEM,304296.74,307255.73,285472.71
"ELLISON, ALLEN",DEM,84005.43,78767.35,78072.87
"ELLISON, ALLEN",DEM,84005.43,78767.35,78072.87
"ELLISON, ALLEN L",DEM,84005.43,78767.35,78072.87
"ELLISON, KEITH MAURICE",DEM,52145.53,59074.6,0
"ELLMORE, MARK W",REP,16705,16705,16095
"ELLMORE, MARK W",REP,16705,16705,16095
"ELLYSON, DANIEL EVAN",REP,7635,8072.58,2415
"ELWORTH, MARK",DEM,108.79,0,108.79
"ELWORTH, MARK JR",OTH,255,0,255
"ELY, BOB (ROBERT MOULTON-ELY)",DEM,68431.48,68431.48,0
"EMARD, BENJAMIN",DEM,15956.89,15956.89,12688.89
"EMERT, JASON",REP,4934.1,4933.5,0
"EMKEN, ELIZABETH",REP,0,0,0
"EMMER, THOMAS EARL JR.",REP,2845770.03,2579116.7,1005169.46
"EMMONS, JOHN MR.",REP,808984.84,801516.01,382034.02
"ENGEBRETSON, MARGARET RUTH",DEM,181.44,2834.63,150
"ENGEL, ELIOT L.",DEM,3211870.43,3384534.25,2737889.14
"ENGELBRECHT, CHARLES WILLIAM MR",REP,88741.27,85245.59,18630
"ENGELS, CHRISTOPHER MICHAEL",REP,8500,5000,8500
"ENGLISH, PHILIP S.",REP,0,0,0
"ENNIS, CRAIG E",UNK,0,0,0
"ENOCH, VANESSA L. DR.",DEM,40403.33,37679.42,38926.2
"ENZI, MICHAEL B",REP,141784.99,369883.72,16625
"EPSTEIN, LENA ROSE",REP,562.09,48520.11,0
"EPSTEIN, LENA ROSE",REP,562.09,48520.11,0
"ERNST, JONI K",REP,27693029.26,28527764.02,21793212.99
"ESCOBAR, VERONICA",DEM,1137105.39,1089249.97,524010.98
"ESCOBAR, YADIRA",DEM,2196.9,2196.9,2196.9
"ESCUDER, JAIME",DEM,10628.41,7634.7,10159.79
"ESHOO, ANNA G",DEM,2134402.98,2078651.76,1129201.69
"ESMUS, JEFF",NON,21000,12479.92,0
"ESPAILLAT, ADRIANO",DEM,1090539.1,1256042.26,544542.75
"ESPINOZA, MARIA",REP,244794.15,244794.15,38594.15
"ESPINOZA, MARIA L",REP,244794.15,244794.15,38594.15
"ESPY, MICHAEL",DEM,12320919.34,12439496.96,11801285.58
"ESSHAKI, ERIC",REP,1406412.29,1399308.51,1150694.93
"ESTEBAN, JONATHAN ROYCE MR.",LIB,2788.06,1603.06,885
"ESTES, RON",REP,2003149.92,1429529.45,861798.08
"ESTY, ELIZABETH",DEM,269.61,171573.2,0
"EVANS, DWIGHT",DEM,947183.81,786062.98,276250.62
"EVANS, JERRY",REP,75035.24,75035.24,65606
"EVERLY, STEVEN R",REP,16416.74,15086.46,416.74
"EWERT, BRIAN",DEM,21.68,7327.78,0
"FAAS, SOURAYA",REP,0,0,0
"FABERT, SHANNON",DEM,35215.93,32479.11,24356
"FADDIS, CHARLES",REP,0,0,0
"FAGAN, LINSEY",DEM,0,6033.99,0
"FAGG, RUSSELL C",REP,0,0,0
"FAIRCLOTH, JAMES DAVID",REP,130494.53,130494.53,46564.62
"FALLON, PATRICK",REP,257176.31,95067.54,64714.51
"FAMERA, ASHLEY NOELLE",DEM,0,0,423
"FANDL, JEFF",DEM,552.36,16203.17,552.36
"FAPARUSI, YOMI DR. SR",IND,49874.31,49874.31,19685
"FAPARUSI, YOMI DR. SR.",REP,0,4261.55,0
"FARBER, RYAN ANDREW",DEM,456,630,456
"FAREED, JUSTIN",REP,4300,7519.24,0
"FARIS, STEPHEN I MR",NA,800.48,800.48,0
"FARKAS, EVELYN",DEM,1545466.76,1534185.28,1454034.3
"FARLEY, CHELE CHIAVACCI",REP,1186824.4,1152738.15,956398.33
"FARLEY, CHELE CHIAVACCI",REP,7.66,15345.58,0
"FARR, JOAN",IND,7438.27,11032.87,2000.57
"FARRIS, RAMONA",DEM,9164.99,9164.99,8610.39
"FASO, JOHN J. MR.",REP,37310.87,122091.66,0
"FAULKNER , MICHEL",REP,0,0,0
"FAULKNER, OMARI",REP,276198,270436.33,272698
"FAWELL, WILLIAM W",REP,7900,3895,6400
"FAY, MARY",REP,26836.46,25118.18,26463
"FAZENBAKER, TIMOTHY",REP,29182,25407.1,22428
"FEEHAN, DANIEL",DFL,4883182.35,4885366.36,3930629.32
"FEENSTRA, RANDALL",REP,1907336.43,1895390.16,1307009.2
"FEGAN, DAVID",REP,88702.02,88702.02,54733.4
"FEIG, ANTHONY",DEM,63470.34,51493.54,38215.34
"FEIGL-DING, ERIC",DEM,199.92,199.92,199.92
"FEINER, PAUL J",DEM,575.92,0,0
"FEINSTEIN, DIANNE",DEM,169862.7,214193.09,48305.72
"FELIX, ANTHONY DR. JR.",DEM,5780,5780,5780
"FELTON, ELIZABETH",REP,42379.89,42379.89,35994.97
"FELTS, MICHAEL JOSEPH MR",IND,3570,1850.82,3570
"FERGUSON, ANDERSON DREW IV",REP,2389983.85,2166683.43,788430.88
"FERGUSON, ANDREW",DEM,19901.51,19901.51,13438.22
"FERGUSON, DANA",DEM,352457.62,346033.18,339481.75
"FERNANDEZ, VERONICA",IND,12632.7,12632.7,11568.7
"FERRER, GABRIEL A",REP,329,340,144
"FERSHEE, KENDRA JEAN HUARD",DEM,2165.17,9001.54,551
"FEUCHT, J.C. SEAN",REP,335056.74,324933.89,327799.88
"FIEGEN, THOMAS L",DEM,0,59.5,0
"FIELDS, ZACK",DEM,46977.4,45234.97,4910
"FIGLESTHALER, WILLIAM MATTHEW MD",REP,2800173.95,2798267.54,357461.8
"FIGUEIREDO, PEDRO NORMAN PH.D.",DEM,600,835.18,600
"FINCHER, STEPHEN",REP,13378.15,166999.91,0
"FINCHER, STEVE MR.",REP,13378.15,166999.91,0
"FINE, ALLISON HARRIS MS.",DEM,369865.9,368934.68,325177.56
"FINELLO, CHRISTINA",DEM,2377879.72,2370813.92,2081214.41
"FINK, CHRIS",DEM,254784,261285.57,136684
"FINKENAUER, ABBY",DEM,5938111.02,5912075.08,3881981.9
"FIOL, JUAN E MR.",REP,28060.2,24282.37,28060.2
"FIORE, MICHELE",REP,0,0,0
"FISCHBACH, MICHELLE",REP,2646134.94,2608185.58,2057601.29
"FISCHER, DEBRA S.",REP,894209.87,577333.44,488927.7
"FISCHER, GREGORY-JOHN",DEM,100,0,0
"FISCHER, GREGORY EDWARD",DEM,0,0,0
"FISHER, EDDIE ROSS",DEM,3966.05,5539.52,1416.05
"FISHER, WILLIAM CARL",DEM,2243.66,13217.99,2243.66
"FITZENHAGEN, HEATHER",REP,116835.76,116835.76,114310
"FITZGERALD, JEFF",REP,0,0,0
"FITZGERALD, SCOTT L",REP,1157204.78,969889.59,812611.41
"FITZHERBERT, BRIAN",REP,37862.2,37862.2,35562.2
"FITZPATRICK, BRIAN",REP,4240717.33,4309027.55,1871095.24
"FITZPATRICK, MICHAEL G.",REP,0.4,122347.65,0
"FLAKE, JEFF",REP,4140.04,30996.47,0
"FLAKE, JEFF MR.",REP,4140.04,30996.47,0
"FLANAGAN, JACK",REP,0,0,0
"FLANAGAN, PATRICIA",REP,21359.35,16817.39,20774.35
"FLANDERS, KATHI",REP,11487.25,9149.77,7097.25
"FLEISCHMANN, CHARLES J",REP,1057453.39,387211.2,603344.93
"FLEMING, BRIDGET",DEM,892366.76,880654.61,871774.63
"FLEMING, JOHN C JR",REP,0,30,0
"FLEMING, RICHARD L. MR.",DEM,18539.27,18532.53,12046.05
"FLETCHER, CRYSTAL LEE",DEM,127573.21,127573.21,119266.2
"FLETCHER, ELIZABETH",DEM,6405639.24,6386609.67,4436565.95
"FLINN, GEORGE S DR JR",REP,0,0,0
"FLINN, GEORGE S DR JR",REP,4958987,4956797.5,610
"FLORA, JOHN J",DEM,14897.47,14839.99,9744.03
"FLORES, BILL",REP,415115.87,587871.65,141382.99
"FLORES, LUCY",DEM,0,0,0
"FLORES, MANUEL",DEM,0,243848.45,0
"FLORES, MARC",DEM,114804.76,114804.76,85704.76
"FLORES, SOL",DEM,0,12209.43,0
"FLORQUIST, CHRISTOPHER PAUL",UN,15867.9,15377.9,14775.38
"FLOWERS, BRIAN WESLEY",REP,18341.36,17890.71,11516.07
"FLOYD, HARRISON",REP,18901,18901,18901
"FLYNN, ANGELA DARROW MS",DEM,38420.79,28929.89,37360.79
"FLYNN, BRIAN",DEM,0,3501.55,0
"FLYNN, FRAN",REP,193724.02,180775.6,39190
"FLYNN, JOHN J",REP,0,0,0
"FLYNN, SEAN",REP,69817.63,71028.62,0
"FOGLESONG, JASON",REP,3461.2,3384.89,3406.2
"FOLEY, MARK A",REP,147871.56,571655.31,0
"FOLEY, THOMAS S",DEM,7898.05,12230.58,0
"FORD, JERRY MR. SR.",DEM,83747.71,83403.24,13242.4
"FORDE, BRIAN",DEM,954,5468.71,90
"FORLINI, ANTHONY G.",REP,0,0,0
"FORSMAN, CATHERINE ANNE",DEM,1926.02,1926.02,169.6
"FORTENBERRY, JEFFREY L. HONORABLE",REP,1479931.94,2465446.06,677291.9
"FORTIN, MARA",REP,54828.01,54828.01,19970.2
"FORTUIN, JOHN",GRE,8681.17,8616.15,1190.45
"FOSTER, ADRIENNE",REP,456638.79,454509.85,434971.72
"FOSTER, G. WILLIAM (BILL)",DEM,2418560.74,1861112.75,1253631.79
"FOSTER, JACK DANIEL MR JR",DEM,6957,6123.6,25
"FOSTER, NIKKI",DEM,585484.73,585484.73,496584.61
"FOSTER, STEVEN",DEM,0,41,0
"FOUNTAIN, JOSEPH DR.",DEM,40000,2814,0
"FOX-SPENCER, BELINDA",IND,5206.87,5206.87,4088.85
"FOX, CHERUNDA LYNN",REP,5481.87,5481.87,0
"FOX, DEVORAH ANN DR. PSY.D",DEM,150,150,0
"FOX, DR. RICHARD B",REP,20222.37,20222.37,0
"FOXWORTH, JOSHUA ADAM",REP,13958.88,12588.95,9900.15
"FOXX, RHONDA",DEM,180880.16,180871.05,158060.53
"FOXX, VIRGINIA ANN",REP,1877434.13,1963676,1057839.29
"FRANCIS, JIM",DEM,0,0,0
"FRANCIS, JOHN HULL MR III",DEM,14268.2,13764.21,14268.2
"FRANCO, RICARDO JOSE",DEM,2645.82,4761.53,55
"FRANCOIS, VENNIA V.",REP,335843.07,333214.95,322230.34
"FRANK, ALEXIS",DEM,0,5811.36,0
"FRANKEL, AMANDA PEARL",DEM,17159.82,17159.82,13503
"FRANKEL, LOIS J.",DEM,1556088.5,1330992.97,1014033.29
"FRANKEN, AL",DEM,39001.93,72586.13,0
"FRANKEN, MICHAEL",DEM,982351.98,982351.98,853100.82
"FRANKLIN, BARBARA WASHINGTON",IND,17891,20351.68,7521
"FRANKLIN, GEORGE",DEM,0,0,0
"FRANKLIN, LEE CHRISTOPHER",IND,104.36,65.61,4.36
"FRANKLIN, ROBERT DR.",DEM,362642.69,360564.35,289359.02
"FRANKLIN, SCOTT MR.",REP,1665297.83,1639816.94,748197.83
"FRAYER, DONALD ROBERT",REP,769.17,1769.78,545.7
"FREELAND, JILLIAN",DEM,191001.24,181293.51,154651.08
"FREEMAN, MARK BENJAMIN",REP,1837.5,1966.07,0
"FREEMAN, MORGANN",DEM,5209,6235.73,5209
"FREILICH, DANIEL",DEM,0,0,0
"FREILICH, DANIEL ADAM",DEM,0,0,0
"FREITAS, NICK J",REP,3670266.03,3640943.04,3170609.13
"FRELINGHUYSEN, RODNEY P.",REP,610.58,121478.91,0
"FRICILONE, MIKE",REP,128457.99,127979.6,88348.99
"FRICKE, BRANDON",NPA,35908.06,35908.06,22576
"FRIEDENBERG, MARC",DEM,154714.91,220794.66,121115.91
"FRIEDMAN, ALISON",DEM,7335.15,8372.25,0
"FRITZ, DAVID",REP,0,0,0
"FUDGE, MARCIA L.",DEM,782503,526535.21,142021.54
"FUENTES-WOLFE, TALIA",DEM,11529,11529,0
"FUGAL, RUSSEL",IND,392.82,346.45,392.82
"FUKUMOTO, BETH",DEM,0,0,0
"FULCHER, RUSSELL",REP,582993.13,515964.61,219161.7
"FULLER, CLAYTON",REP,361629.42,361629.42,138962.99
"FULLER, REV VERONICA RONNIE",IND,770,970,485
"FULLER, TREVOR MICHAEL",DEM,31597.95,30038.26,31597.95
"FULLER, VIRGINIA",REP,32748.37,32899.77,0
"FUNK, JOEL DAVID",DEM,80761.14,80726.37,41474.99
"GABBARD, TULSI",DEM,737136.68,2624858.61,82761.58
"GAD, SARAH",DEM,108559.59,77338.99,60355.9
"GADE, DANIEL MACARTHUR MR.",REP,4925967.31,4918185.91,4686785.29
"GAETZ, MATT",REP,6066373.26,4602509.17,5985338.76
"GAGARIN, MELQUIADES MR.",DEM,72673.66,71041.05,72673.66
"GAITHER, KEVIN",DEM,6315.1,4780.51,6315.1
"GALBRAITH, ALLISON",DEM,41482.7,40726.83,41482.7
"GALDO, JOSEPH F",GRE,0,0,0
"GALE, NEAL",GRE,0,15,0
"GALLAGHER, MICHAEL JOHN",REP,3296307.58,2935203.55,2228728.71
"GALLAGHER, TOM",DEM,15924,9965.8,15924
"GALLAHER, SCOT B.",DEM,0,0,0
"GALLEGLY, ELTON",REP,2012.4,66137.96,0
"GALLEGO, PETE",DEM,0,0,0
"GALLEGO, RUBEN",DEM,1826462.48,1668669.29,1078495.12
"GALLOWAY, G.G.",REP,0,0,0
"GALVIN, ALYSE",IND,5253251.54,5162902.93,4796137.47
"GAMBA, MARK",DEM,264080.02,249121.94,254485.35
"GANDHI, PRITESH",DEM,1330187.45,1332341.5,1241928.79
"GAPP, JOSHUA",REP,1123643.6,1118481.09,10585
"GAPP, JOSHUA DOMINIQUE GREGORY",REP,301846.36,301644.65,24070
"GARAMENDI, JOHN",DEM,1103806.22,717060.34,442762.16
"GARBARINO, ANDREW",REP,1796629.64,1664775.69,1301961.18
"GARBETT, JAN",UNK,0,81540.64,0
"GARCIA-URESTE, ALIA",REP,31072.66,29928.19,10568.35
"GARCIA HOLMES, MICHELLE",REP,395288.32,383583.73,248923.59
"GARCIA, ADRIAN",DEM,0,13927.97,0
"GARCIA, ANNE",DEM,82008.43,82008.43,14683.27
"GARCIA, ERIC",NPA,2971,3419.39,1181
"GARCIA, JESUS",DEM,838108.77,726422.03,390673.61
"GARCIA, LORENA LORENA FOR",DEM,139072.2,144830.45,138815.2
"GARCIA, MICHAEL",REP,10140614.3,9762756.03,8450444.31
"GARCIA, ROEL",DEM,0,0,0
"GARCIA, SYLVIA R",DEM,856155.61,795553,227321.82
"GARDNER, CORY",REP,26150170.01,26802263.37,19765357.9
"GARDNER, CORY",REP,26161851.26,26813944.62,19777039.15
"GARDNER, KIANI A",DEM,118661.85,118661.85,92896.88
"GARDNER, PHIL",DEM,203814.27,203465.13,144314.27
"GARLINGTON, WILLIAM",NPA,11000,0,11000
"GARRETT, JANET PATRICIA MRS.",DEM,1930.72,4851.74,140.22
"GARRETT, THOMAS ALEXANDER MR. JR.",REP,0.03,3555.47,0
"GARSKE, JOHN MR.",REP,121475.79,121475.79,21282.8
"GARZA, MAURO EVERETT MR.",REP,263293.31,240930.37,15897
"GARZA, RAMIRO JR",DEM,0,0,0
"GASPAR, KRISTIN",REP,1200,10804.27,1200
"GASPER, THERESA",DEM,7060.76,23665.48,62.63
"GASSAWAY, TIMOTHY",DEM,4519.75,540.4,611.05
"GAYOT, LUTCHI",DEM,9768.46,7733.37,9668.46
"GEARHEART, MARTY",REP,0,0,0
"GEISSINGER, GLENN A",REP,0,0,0
"GENNAWEY, RAY",REP,77674,77674,75175
"GENTLES, KARL E",DEM,256954.8,254413.74,256954.8
"GEORGE, JEFF",NPA,0,0,0
"GEPPERT, KATY",DEM,13267,13270.73,13227
"GERBER, RAYMOND",REP,0,0,0
"GEREN, MARY SMITH",DEM,0,1105.23,0
"GERHARDT, ERIK",LP,0,18,0
"GERLACH, JIM",REP,3347.75,319860.5,0
"GERMAN, ANTHONY",REP,82271,82271,64991
"GERSHON, PERRY",DEM,1784959.8,1781181.74,1169552.7
"GERSON, DAVID ADAM",REP,0,103539.64,0
"GHASSALI, MIKE",REP,948734.15,948734.15,279000.4
"GHEBREGHIORGIS, ANDOM A.",DEM,214728.14,125140.87,214178.14
"GHORBANI, SHIREEN SARAH",DEM,0,17870.02,0
"GIANFORTE, GREG",REP,380484.74,365986.37,67430.36
"GIBBONEY, AGNES",REP,140886.97,130107.43,132636.97
"GIBBONS, MICHAEL",REP,0,0,0
"GIBBS, CHRIS",IND,66114.2,66114.2,34936.08
"GIBBS, KATE",REP,303870,302558.5,182570
"GIBBS, ROBERT",REP,791888.23,453928.25,207807.23
"GIBLIN, SCOTT",REP,0,593.86,0
"GIBSON, JOSEPH",REP,6780,7363.44,0
"GIBSON, KERRY W.",REP,260505.99,260505.99,137871.01
"GIBSON, MARK",DEM,0,0,0
"GIDEON, SARA",DEM,75629137.16,64069682.74,73418288.25
"GIESE, SUSAN GOOD",LIB,11752.29,11752.29,9305
"GIFFORD, RUFUS",DEM,0,7072.7,0
"GILBERT, HANK",DEM,803627.69,790612.07,737603.94
"GILBERT, MELISSA",DEM,0,9864.33,0
"GILES, DAVID VICTOR",REP,130480.29,129934.54,55928.23
"GILLESPIE, EDWARD W",REP,0,3127,0
"GILLIBRAND, KIRSTEN",DEM,15954399.57,15870010.92,6278789.63
"GILLIBRAND, KIRSTEN",DEM,1767104.89,10340080.93,194863
"GILMER, THOMAS M",REP,75887.4,36411.7,53723.4
"GILMORE, JAMES S III",REP,0,0,0
"GILPIN, TIM",DEM,1340,5329.68,1340
"GIMENEZ, CARLOS",REP,2245735.18,2206564.28,1736975.25
"GINGRICH, NEWT",REP,106.37,9580,0
"GIUNN, KENT",REP,5060,559.4,5060
"GLASSMAN, MARY",DEM,2328.39,6309.8,0
"GLEIBERMAN, BEN",DEM,69552.77,68719.68,60552.77
"GLENN, DARRYL",REP,0,15183.95,0
"GLISSON, VICKIE YATES BROWN",REP,2425.45,28419.44,950
"GNIBUS, KRISTY",DEM,593634.9,588883.83,508195.39
"GOBLE, RICHARD",REP,210539.26,210539.26,14755
"GODFREY, AARON PAUL",DEM,60294.39,60429.54,53329.56
"GOEHRING, BRAD",REP,0,0,0
"GOETTLE, SHANE CHRISTOPHER",REP,0,0,0
"GOHMERT, LOUIS B. MR. JR.",REP,564861.28,592388.13,467368.11
"GOLDBECK, JANESSA",DEM,327169.41,327169.41,280066.65
"GOLDBERG, BRIAN DAVID MR",REP,0,487.5,0
"GOLDBERG, DEBORAH",DEM,24032,24032,0
"GOLDEN MORPER, ANASTACIA (ANISE)",REP,41246.22,41246.22,16555
"GOLDEN, CRYSTAL MARIE",REP,843.65,1146.4,50
"GOLDEN, IAN",DEM,0,0,0
"GOLDEN, JARED",DEM,5382793.11,5344641.06,4146761.12
"GOLDSTEIN, BEVERLY A.",REP,0,261.83,0
"GOLDSTEIN, MICHAEL TED",REP,28215,28215,3215
"GOLDSTEIN, ROBBIE",DEM,593012.33,591540.15,580901.86
"GOMES, TIM",DEM,0,0,0
"GOMEZ, BLANCA",DEM,931,36.79,931
"GOMEZ, GABRIEL",REP,0,0,0
"GOMEZ, GEORGETTE",DEM,1718981.63,1690439.54,1377397.23
"GOMEZ, JIMMY",DEM,1406325.87,1273472.46,380991.7
"GOMEZ, PAMELA MARIE MS.",DEM,75,60.99,25
"GONSALVES, MARK",REP,495330.4,495330.4,228138.96
"GONZALES, CAESAR",REP,10385.47,10549.12,1065
"GONZALES, CHRISTOPHER JOHN",REP,43892,43892,37392
"GONZALES, EMANUEL LAWRENCE MR",DEM,5812,5917.26,5812
"GONZALES, ERNEST ANTHONY TONY II",REP,2882972.22,2851613.33,1870796.44
"GONZALEZ COLON, JENNIFFER",NPP,1306012.24,1495237.81,1189849.16
"GONZALEZ, ANTHONY E",REP,2393596.6,1895208.47,979183.76
"GONZALEZ, DARRYL",DEM,168.39,0,0
"GONZALEZ, JULIO",REP,0,8235.71,0
"GONZALEZ, REY DR.",REP,37118.25,37445.83,25285.25
"GONZALEZ, VICENTE",DEM,1257881.45,907999.77,192433.25
"GOOD, MARGARET ELIZABETH ROWELL",DEM,3457414.59,3453334.85,3044726.21
"GOOD, ROBERT G.",REP,1379028.99,1328692.64,1126830.79
"GOODEN, LANCE",REP,1610327.03,1311982.56,748867.69
"GOODMAN, ROGER",DEM,0,0,0
"GOODROW, CRISTOS JON",DEM,15000,9321.17,0
"GORDON, BART",DEM,173240.42,86494.26,0
"GORDON, JACQUELINE",DEM,4380059.16,4362662.68,2946119.46
"GORE, LAVERNE",REP,164412.46,164194.91,149839.13
"GORELL, JEFF",REP,0,10986.86,0
"GORMAN, JEFF",REP,67734.2,65047.32,66634.2
"GORMAN, MEG",DEM,86664.43,78581.05,81271.61
"GOROFF, NANCY",DEM,7941633.19,7936371.58,5141861.57
"GOSAR, PAUL DR.",REP,651498.66,759239.4,391103.98
"GOSNELL, MARK STEVEN",DEM,96.05,1075.67,96.05
"GOTTESFELD, YEHUDIS",REP,36927.87,36927.87,19199.49
"GOTTHEIMER, JOSH",DEM,7799293.92,3593230.36,5444585.26
"GOULD, RON",REP,0,0,0
"GOWDY, TREY",REP,15108.17,22764.38,0
"GRADEL, TED",REP,1107033.71,1107033.71,693233.71
"GRAHAM, KIMBERLY",DEM,294725.45,296301.53,286454.25
"GRAHAM, LINDSEY O.",REP,107747533.78,98457035.23,102558062.01
"GRAHAM, MALCOLM",DEM,0,0,0
"GRANGER, KAY",REP,3247939.38,3358466.3,1778123.83
"GRANT, ANDREW",REP,201.41,8340.92,0
"GRANT, LESLIE E.",DEM,18740.54,18740.54,1843
"GRANTHAM, TRAVIS W.",REP,0,360,0
"GRANVILLE, EARL",REP,205577.79,205577.79,145047.67
"GRASSLEY, CHARLES E ",REP,1222135.02,288518.93,535903.78
"GRAVEL, MAURICE ROBERT",DEM,337801.27,252307.3,330059.27
"GRAVES, GARRET",REP,1782976.83,1240249.26,779020.16
"GRAVES, JOHN THOMAS MR. JR.",REP,801737.4,851266.69,140949
"GRAVES, SAMUEL B. JR.",REP,1960690.42,1655930.34,386985.04
"GRAY, AIDA ESTRADA",DEM,2698.6,0,0
"GRAY, BOB",REP,0,0,0
"GRAY, JAMES P.",DEM,2234.71,2234.71,0
"GRAY, JIM",LIB,6146,6146,6146
"GRAYSON, ALAN MARK",DEM,101228.05,84952.31,91952.62
"GRAYSON, ALAN MARK",DEM,101228.05,84952.31,91952.62
"GRAYSON, DENA MD, PHD",DEM,15728.79,15728.79,0
"GRAYSON, DERRICK E REV",REP,18060.84,13201.93,15060.84
"GRAYSON, DERRICK EARL",REP,18060.84,13201.93,15060.84
"GRECHEN SHIRLEY, LIUBOV LIUBA",DEM,1523.09,20317.87,83.33
"GRECO, CARMELITA",REP,595390.32,593745.26,145787.31
"GREEN, ALEXANDER",DEM,476563.73,502385.88,230597.38
"GREEN, MARK DR.",REP,1284960.47,1025486.67,819151.42
"GREEN, RAYMOND E. 'GENE'",DEM,9355.35,573287.63,0
"GREEN, RICK",REP,507.03,4215.5,0
"GREENE, DAVID",REP,6553.85,6553.85,2385
"GREENE, JOAN",DEM,228587.69,225188.62,217594.73
"GREENE, MARJORIE TAYLOR MRS.",REP,3069208.94,2709892.97,1599018.44
"GREENE, ROSALIND FRANCINA",DEM,0,0,0
"GREENFIELD, THERESA",DEM,0,38244.4,0
"GREENFIELD, THERESA",DEM,56358302.21,56328075.88,52970089.34
"GREENSTEIN, LINDA",DEM,0,282.99,0
"GREENSTEIN, MARK",DEM,2400,7625.68,0
"GREENWALD, PETER THOMAS",REP,16095.84,13242.72,16048.04
"GREER, JOHN BRADLEY MR",REP,0,1000,0
"GREGORY, DUWAYNE",DEM,0,0,0
"GREIMEL, TIM",DEM,412,3045.75,0
"GRESSMANN, GERHARD RALF REV",REP,0,7296.99,0
"GRETTENBERGER, SUSAN",DEM,0,2225.26,0
"GREY BULL, LYNNETTE",DEM,134648.22,132285.65,130197.32
"GRIFFIN, JAMES LEONARD",REP,26927.34,26775.59,19207
"GRIFFIN, JAMES LEONARD",DEM,26927.34,26775.59,19207
"GRIFFIN, KEVIN D.",DEM,0,0,0
"GRIFFIN, KEVIN DAY",DEM,0,0,0
"GRIFFIN, LEE",DEM,62320.92,61042.22,37060.96
"GRIFFIN, SHEILA",REP,60159.04,58711.14,57772.37
"GRIFFIN, STEVEN KNIGHT",DEM,377.16,678.34,0
"GRIFFITH, GEORGE",REP,0,162.09,0
"GRIFFITH, H MORGAN",REP,877151.28,467455.47,282712.12
"GRIGGS, JOYCE MARIE",DEM,134843.17,129800.33,56064.17
"GRIJALVA, RAUL M",DEM,879340.53,691287.6,589160.21
"GRIMES, MICHAEL EDWARD",DEM,18600,15321.75,14975
"GRIMM, MICHAEL",REP,3212.64,29973.43,0
"GRISSOM, BARRY",DEM,472189.09,452780.15,469689.09
"GROHMAN, MARTIN JAMES",IND,0,5071.34,0
