question_id,poll_id,race_id,cycle,state,pollster_id,pollster,sponsor_ids,sponsors,partisan,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,methodology,office_type,seat_number,start_date,end_date,sponsor_candidate,tracking,nationwide_batch,created_at,notes,url,stage,dem,rep,ind
100477,58897,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3011,rv,rv,Online,U.S. House,NA,8/10/19,8/13/19,NA,TRUE,FALSE,8/14/19 08:35,NA,https://docs.google.com/spreadsheets/d/e/2PACX-1vTUAiyhjbTKzCStSrzcstFWymg_4hVWQFzoWMtngOmlJICdynUpYti0_QBjFJ9QvLq7VGYGFHPTOkab/pubhtml/sheet?headers=false&gid=0,general,43,37,NA
100487,58901,8274,2020,NA,568,YouGov,352,Economist,NA,YouGov,391,YouGov,B+,1127,rv,rv,Online,U.S. House,NA,8/10/19,8/13/19,NA,NA,FALSE,8/14/19 09:09,NA,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/mujbtdyiti/econTabReport.pdf,general,48,38,NA
100460,58887,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3003,rv,rv,Online,U.S. House,NA,8/9/19,8/12/19,NA,TRUE,FALSE,8/13/19 09:04,NA,https://docs.google.com/spreadsheets/d/e/2PACX-1vRWuTL_TBATpu0FGJv2IJb7_yCXZO7fhAsJu7pauQcdoN8-ACEOTWeLR1FfU8-Zm4yExjYxKj9QBe_I/pubhtml/sheet?headers=false&gid=0,general,43,36,NA
100472,58894,8274,2020,NA,1189,Morning Consult,538,Politico,NA,Morning Consult,218,Morning Consult,B,1993,rv,rv,Online,U.S. House,NA,8/9/19,8/11/19,NA,NA,FALSE,8/13/19 16:40,NA,https://morningconsult.com/wp-content/uploads/2019/08/190826_crosstabs_POLITICO_RVs_v2_JB.pdf,general,43,37,NA
100429,58886,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3000,rv,rv,Online,U.S. House,NA,8/8/19,8/11/19,NA,TRUE,FALSE,8/12/19 13:29,NA,https://scottrasmussen.com/toplines-congressional-ballot/,general,43,36,NA
100428,58885,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3000,rv,rv,Online,U.S. House,NA,8/7/19,8/10/19,NA,TRUE,FALSE,8/12/19 13:29,NA,https://scottrasmussen.com/toplines-congressional-ballot/,general,42,36,NA
100712,58924,8274,2020,NA,1347,Cygnal,NA,NA,NA,Cygnal,67,Cygnal,B+,1263,lv,lv,Online,U.S. House,NA,8/7/19,8/10/19,NA,NA,FALSE,8/19/19 12:31,NA,http://www.cygn.al/cygnal-poll-two-thirds-of-u-s-voters-want-changes-to-gun-laws/,general,46.8,39.8,NA
100419,58878,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3000,rv,rv,Online,U.S. House,NA,8/6/19,8/9/19,NA,TRUE,FALSE,8/10/19 19:26,NA,https://docs.google.com/spreadsheets/d/e/2PACX-1vQMfPJjKzZnxWmWJu5RfCSFBNIEx71cL3mJBxnTQZb4Er_NW6-IMBOmACTVMVjvU03W0sssFR4a1_NG/pubhtml/sheet?headers=false&gid=0,general,41,37,NA
100418,58880,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,7002,rv,rv,Online,U.S. House,NA,8/2/19,8/9/19,NA,TRUE,FALSE,8/10/19 19:26,NA,https://docs.google.com/spreadsheets/d/e/2PACX-1vTgLpx-JhAnLFx-g7n3W_mtF0Qg05VgM8PD2-sH5Eg7ymd__XpODAALuAB5h-GWVDzvF96gZlOS82me/pubhtml/sheet?headers=false&gid=0,general,42,36,NA
100407,58873,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3001,rv,rv,Online,U.S. House,NA,8/5/19,8/8/19,NA,TRUE,FALSE,8/9/19 09:13,NA,https://docs.google.com/spreadsheets/d/e/2PACX-1vRAiGcCXbXxEW54Cz_URXcBwkSN8EatBup9r-Dt9Z5eP_c-P2GqiQe1Tvfj1Ias3CQMm3cl9M5TlRTD/pubhtml/sheet?headers=false&gid=0,general,41,37,NA
100335,58834,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3001,rv,rv,Online,U.S. House,NA,8/4/19,8/7/19,NA,TRUE,FALSE,8/8/19 08:33,NA,https://docs.google.com/spreadsheets/d/e/2PACX-1vSPoSQ4TaKSc4XUGDjK5dq6YCnxqx1eeghR0pBfSEK7Tuy0rykJ1JePbcPdnteUxfL_Lb8s1tksrYbH/pubhtml/sheet?headers=false&gid=0,general,41,36,NA
100316,58827,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3002,rv,rv,Online,U.S. House,NA,8/3/19,8/6/19,NA,TRUE,FALSE,8/7/19 09:41,NA,https://docs.google.com/spreadsheets/d/e/2PACX-1vRmJT22d8nNwO0V2UKHR6emiZnM3I2e2HGhHz8ptvsejaD-zoBp37Qj8TNIQ4CEhgCqJKzHdbAHrCx4/pubhtml/sheet?headers=false&gid=0,general,42,36,NA
100315,58830,8274,2020,NA,568,YouGov,352,Economist,NA,YouGov,391,YouGov,B+,1161,rv,rv,Online,U.S. House,NA,8/3/19,8/6/19,NA,NA,FALSE,8/7/19 09:41,NA,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/7jv630mjdk/econTabReport.pdf,general,48,38,NA
100176,58815,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3001,rv,rv,Online,U.S. House,NA,8/2/19,8/5/19,NA,TRUE,FALSE,8/6/19 08:50,NA,https://docs.google.com/spreadsheets/d/e/2PACX-1vQ1xQnbkHTPedOwsuh9qSALBxyJysMcdAXFnCye0RvLekSWdF2Gtt46cxmvX6UncxsG1OVWSHAnoKFV/pubhtml/sheet?headers=false&gid=0,general,42,36,NA
100136,58814,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3000,rv,rv,Online,U.S. House,NA,8/1/19,8/4/19,NA,TRUE,FALSE,8/5/19 13:52,NA,https://scottrasmussen.com/toplines-congressional-ballot/,general,42,36,NA
100134,58813,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3000,rv,rv,Online,U.S. House,NA,7/31/19,8/3/19,NA,TRUE,FALSE,8/5/19 13:44,NA,https://scottrasmussen.com/toplines-congressional-ballot/,general,43,35,NA
100124,58805,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3000,rv,rv,Online,U.S. House,NA,7/30/19,8/2/19,NA,TRUE,FALSE,8/3/19 09:32,NA,https://docs.google.com/spreadsheets/d/e/2PACX-1vRfKZWDZyBzHvxiNzkpY8oeT_xxm-eUl1yms-MSz8PNRYu-bzDtbAx1SeQ5o7U5qP05f5p7ZX-BxNOO/pubhtml/sheet?headers=false&gid=0,general,43,35,NA
100130,58809,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,7004,rv,rv,Online,U.S. House,NA,7/26/19,8/2/19,NA,TRUE,FALSE,8/5/19 08:14,NA,https://docs.google.com/spreadsheets/d/e/2PACX-1vSFPHNr01e56nIpU1lj7B95B3DuzBqkk6cTogD_DLkPfQlNo7tYtcB6qApycMFFMfg4QqeeWZ7oFeBS/pubhtml/sheet?headers=false&gid=0,general,42,35,NA
100081,58791,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3000,rv,rv,Online,U.S. House,NA,7/29/19,8/1/19,NA,TRUE,FALSE,8/2/19 10:09,NA,https://scottrasmussen.com/toplines-congressional-ballot/,general,43,35,NA
100066,58781,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3003,rv,rv,Online,U.S. House,NA,7/28/19,7/31/19,NA,TRUE,FALSE,8/1/19 09:01,NA,https://docs.google.com/spreadsheets/d/e/2PACX-1vTC3IglElfa4A9m1iReUI-crrGWYOBYjh3ZJUYoVtA2K_LtpIkGQ5EQQ8N-xruqFKMnwbvLGK13zb0v/pubhtml/sheet?headers=false&gid=0,general,42,36,NA
99944,58773,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3003,rv,rv,Online,U.S. House,NA,7/27/19,7/30/19,NA,TRUE,FALSE,7/31/19 08:55,NA,https://docs.google.com/spreadsheets/d/e/2PACX-1vQxQqp231eWGYqnZAFClD-Sxg7lU7oM-o3Zp3byNv_qIPb7Z_bIz6CdFzLD9aXSinHgOFOASB97s9oO/pubhtml/sheet?headers=false&gid=0,general,42,36,NA
99951,58777,8274,2020,NA,568,YouGov,352,Economist,NA,YouGov,391,YouGov,B+,1101,rv,rv,Online,U.S. House,NA,7/27/19,7/30/19,NA,NA,FALSE,7/31/19 09:40,NA,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hash0nbry8/econTabReport.pdf,general,48,37,NA
99851,58754,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3002,rv,rv,Online,U.S. House,NA,7/26/19,7/29/19,NA,TRUE,FALSE,7/30/19 08:06,NA,https://docs.google.com/spreadsheets/d/e/2PACX-1vSVsvX3--DtqTSWUqoNcPgORhMnu6nPux4-MnGuzWY6g0Gia7lRkDoBfdvafkborrVdYZreDnYU_NxV/pubhtml/sheet?headers=false&gid=0,general,42,36,NA
124125,66591,8274,2020,NA,552,The Winston Group,1312,Winning the Issues,REP,The Winston Group,385,The Winston Group,A/B,1000,rv,rv,Online,U.S. House,NA,7/27/19,7/28/19,NA,NA,FALSE,5/29/20 13:11,NA,https://www.winningtheissues.org/wp-content/uploads/2019/10/Winning-the-Issues-July-I-2019-National-Survey.pdf,general,49,41,NA
99938,58772,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3000,rv,rv,Online,U.S. House,NA,7/25/19,7/28/19,NA,TRUE,FALSE,7/30/19 16:57,NA,https://scottrasmussen.com/toplines-congressional-ballot/,general,42,35,NA
100054,58778,8274,2020,NA,294,McLaughlin & Associates,NA,NA,NA,McLaughlin & Associates,203,McLaughlin & Associates,C/D,1000,lv,lv,Online,U.S. House,NA,7/23/19,7/28/19,NA,NA,FALSE,7/31/19 10:19,NA,https://mclaughlinonline.com/pols/wp-content/uploads/2019/07/National-Monthly-Omnibus-July-Release-1.pdf,general,47,43,NA
99848,58758,8274,2020,NA,1189,Morning Consult,5381086,Politico | Hollywood Reporter,NA,Morning Consult,218,Morning Consult,B,1994,rv,rv,Online,U.S. House,NA,7/25/19,7/27/19,NA,NA,FALSE,7/30/19 00:28,NA,https://morningconsult.com/wp-content/uploads/2019/07/190745_crosstabs_POLITICO_RVs_v1_JB.pdf,general,42,38,NA
99937,58771,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3000,rv,rv,Online,U.S. House,NA,7/24/19,7/27/19,NA,TRUE,FALSE,7/30/19 16:57,NA,https://scottrasmussen.com/toplines-congressional-ballot/,general,42,36,NA
99784,58741,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3001,rv,rv,Online,U.S. House,NA,7/23/19,7/26/19,NA,TRUE,FALSE,7/27/19 08:34,NA,https://docs.google.com/spreadsheets/d/e/2PACX-1vRKiAZdw8FBDfXDwa4kFqYJEjYZm99I5K0EoY57Ia65Xhvs8nBw9F-r673ABd2sIPzc0dDVmX4VV7y_/pubhtml/sheet?headers=false&gid=0,general,43,36,NA
99783,58742,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,7016,rv,rv,Online,U.S. House,NA,7/19/19,7/26/19,NA,TRUE,FALSE,7/27/19 08:34,NA,https://docs.google.com/spreadsheets/d/e/2PACX-1vS2NO-G4CF6Ze7XzUFdPexEicE4FVPOrSbggLpbakwhvRNYetySTY88jbqk99TSLaA5xC6BhmjXPbEX/pubhtml/sheet?headers=false&gid=0,general,42,36,NA
99775,58736,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3012,rv,rv,Online,U.S. House,NA,7/22/19,7/25/19,NA,TRUE,FALSE,7/26/19 09:33,NA,https://docs.google.com/spreadsheets/d/e/2PACX-1vT_3GEOT0yyrN-3_iRYaQlFTJkAN_yV47ApOtzBFoMBiBKe6qHgeYp0JmRfhqimrTbXq3OEFjiv86Hm/pubhtml/sheet?headers=false&gid=0,general,42,37,NA
99732,58730,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3012,rv,rv,Online,U.S. House,NA,7/21/19,7/24/19,NA,TRUE,FALSE,7/25/19 08:30,NA,https://docs.google.com/spreadsheets/d/e/2PACX-1vSCzcEH3JXjuUhQVclq8_jDDr_aST6OCfZdYvXoy3Ll2xvNDxyYGbdYPKQHP7GAA3AIijom0bGn-_ri/pubhtml/sheet?headers=false&gid=0,general,41,37,NA
99647,58726,8274,2020,NA,568,YouGov,352,Economist,NA,YouGov,391,YouGov,B+,1212,rv,rv,Online,U.S. House,NA,7/21/19,7/23/19,NA,NA,FALSE,7/24/19 09:11,NA,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/n0eqovafro/econTabReport.pdf,general,47,40,NA
99642,58724,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3015,rv,rv,Online,U.S. House,NA,7/20/19,7/23/19,NA,TRUE,FALSE,7/24/19 08:50,NA,https://docs.google.com/spreadsheets/d/e/2PACX-1vRfgF74KxGWp7cIndFx3d9JNbsndD4UzlXJQNSie5XcsJdjH4W8naeIBvnwq3HDyhLfILZxeByoGu9t/pubhtml/sheet?headers=false&gid=0,general,41,37,NA
99582,58708,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3004,rv,rv,Online,U.S. House,NA,7/19/19,7/22/19,NA,TRUE,FALSE,7/23/19 08:12,NA,https://scottrasmussen.com/toplines-congressional-ballot/,general,42,36,NA
99615,58719,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3000,rv,rv,Online,U.S. House,NA,7/18/19,7/21/19,NA,TRUE,FALSE,7/23/19 13:10,NA,https://scottrasmussen.com/toplines-congressional-ballot/,general,42,36,NA
99614,58718,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3000,rv,rv,Online,U.S. House,NA,7/17/19,7/20/19,NA,TRUE,FALSE,7/23/19 13:10,NA,https://scottrasmussen.com/toplines-congressional-ballot/,general,43,36,NA
99525,58704,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3000,rv,rv,Online,U.S. House,NA,7/16/19,7/19/19,NA,TRUE,FALSE,7/22/19 08:27,NA,https://scottrasmussen.com/toplines-congressional-ballot/,general,43,36,NA
99475,58688,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3003,rv,rv,Online,U.S. House,NA,7/15/19,7/18/19,NA,TRUE,FALSE,7/19/19 08:23,NA,https://docs.google.com/spreadsheets/d/e/2PACX-1vRXRzLtMIvQjYCAC8PP0u6NrQfXsF0syKFf5deeEQQov163GblxfLw9WBlttNhDPBGxJU3j8emmO1xh/pubhtml/sheet?headers=false&gid=0,general,43,36,NA
99468,58683,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3003,rv,rv,Online,U.S. House,NA,7/14/19,7/17/19,NA,TRUE,FALSE,7/18/19 09:11,NA,https://docs.google.com/spreadsheets/d/e/2PACX-1vTRCFalpwEOAUgvB298g3uFrSzaDtQJ3pKGETqtjo4g3ooQA03jY_e0_5d7zVebj9xL1NWODTLSkcvX/pubhtml/sheet?headers=false&gid=0,general,42,36,NA
99379,58677,8274,2020,NA,568,YouGov,352,Economist,NA,YouGov,391,YouGov,B+,1149,rv,rv,Online,U.S. House,NA,7/14/19,7/16/19,NA,NA,FALSE,7/17/19 09:49,NA,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/xj7rpmvws8/econTabReport.pdf,general,47,40,NA
99373,58673,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3000,rv,rv,Online,U.S. House,NA,7/13/19,7/16/19,NA,TRUE,FALSE,7/17/19 09:28,NA,https://docs.google.com/spreadsheets/d/e/2PACX-1vSV1OR95pvMPAKs6_yuiBAzPg6lV96uKTQ5exqg4Njw9tx_Lyp5FYz0LlMs05nAHLSi75SXflUZeMkl/pubhtml/sheet?headers=false&gid=0,general,41,37,NA
99331,58663,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3003,rv,rv,Online,U.S. House,NA,7/12/19,7/15/19,NA,TRUE,FALSE,7/16/19 09:10,NA,https://docs.google.com/spreadsheets/d/e/2PACX-1vRQ5b96NLZNyEn4IKHs8w-9Qpkc2mjGi1SWDqnJOYAVBrJESjNJ014blZerpqZhV_uanUdXfc8WpgQX/pubhtml/sheet?headers=false&gid=0,general,42,37,NA
99366,58672,8274,2020,NA,1189,Morning Consult,538,Politico,NA,Morning Consult,218,Morning Consult,B,1984,rv,rv,Online,U.S. House,NA,7/12/19,7/14/19,NA,NA,FALSE,7/16/19 16:54,NA,https://morningconsult.com/wp-content/uploads/2019/07/190719_crosstabs_POLITICO_RVs_v2_JB.pdf,general,44,35,NA
99337,58669,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3000,rv,rv,Online,U.S. House,NA,7/11/19,7/14/19,NA,TRUE,FALSE,7/16/19 10:59,NA,https://scottrasmussen.com/toplines-congressional-ballot/,general,41,36,NA
99336,58668,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3000,rv,rv,Online,U.S. House,NA,7/10/19,7/13/19,NA,TRUE,FALSE,7/16/19 10:59,NA,https://scottrasmussen.com/toplines-congressional-ballot/,general,42,35,NA
99303,58653,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3002,rv,rv,Online,U.S. House,NA,7/9/19,7/12/19,NA,TRUE,FALSE,7/13/19 10:08,NA,https://docs.google.com/spreadsheets/d/e/2PACX-1vRwA_gxnFCaktk1coF9fp8qT8YI-GsZQq3zE0-8nEr8WhpOS2ydqx3CLeqlHaJvyyUECxDGzhBEQrdL/pubhtml/sheet?headers=false&gid=0,general,41,36,NA
99302,58654,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,7009,rv,rv,Online,U.S. House,NA,7/5/19,7/12/19,NA,TRUE,FALSE,7/13/19 10:08,NA,https://docs.google.com/spreadsheets/d/e/2PACX-1vTvySpvA7DblRQGbME_Bby0mOyAKKQpYTxPqAmW0Qb-ymP87mE_AL0PnTiWIG3jn9K4blPYJlXVXq8p/pubhtml/sheet?headers=false&gid=0,general,42,35,NA
99295,58647,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3003,rv,rv,Online,U.S. House,NA,7/8/19,7/11/19,NA,TRUE,FALSE,7/12/19 09:47,NA,https://docs.google.com/spreadsheets/d/e/2PACX-1vRReIoinaCM8aQFa4eDoXAcFYj-iO5-0bODQ22i8W0-UYa6Iuchs6dZGBZpWAEEfTsHU9wk4YlwlmK6/pubhtml/sheet?headers=false&gid=0,general,41,35,NA
99284,58638,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3005,rv,rv,Online,U.S. House,NA,7/7/19,7/10/19,NA,TRUE,FALSE,7/11/19 11:02,NA,https://docs.google.com/spreadsheets/d/e/2PACX-1vQskNTuQMPzS1SO5D2aUHbs375tZnMWkErRKK8jA9EjZVk9lvoCKDlSdC5V9T-l4qwQApnUJPS1aIcM/pubhtml/sheet?headers=false&gid=0,general,42,35,NA
99218,58637,8274,2020,NA,568,YouGov,352,Economist,NA,YouGov,391,YouGov,B+,1140,rv,rv,Online,U.S. House,NA,7/7/19,7/9/19,NA,NA,FALSE,7/10/19 17:19,NA,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/al25duedar/econTabReport.pdf,general,47,38,NA
99219,58633,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3006,rv,rv,Online,U.S. House,NA,7/6/19,7/9/19,NA,TRUE,FALSE,7/10/19 17:19,NA,https://docs.google.com/spreadsheets/d/e/2PACX-1vQYhlZ789QMjDNDGSs5THP1OiijOqLHiNoaEb5rCrsP6exiuxecpFHkre-ZONzyosSH0YNcUlqA36sy/pubhtml/sheet?headers=false&gid=0,general,42,35,NA
99085,58622,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3006,rv,rv,Online,U.S. House,NA,7/5/19,7/8/19,NA,TRUE,FALSE,7/9/19 08:37,NA,https://docs.google.com/spreadsheets/d/e/2PACX-1vRdsyUsWuyHsbLvuzMJn9U88bYmW29KDj9zVfwV0_1xSlKQc2dW0gktCKlHBUPG1y-HeVKVmGkusmWr/pubhtml/sheet?headers=false&gid=0,general,42,36,NA
99108,58628,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3000,rv,rv,Online,U.S. House,NA,7/4/19,7/7/19,NA,TRUE,FALSE,7/9/19 16:24,NA,https://scottrasmussen.com/toplines-congressional-ballot/,general,42,36,NA
99107,58627,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3000,rv,rv,Online,U.S. House,NA,7/3/19,7/6/19,NA,TRUE,FALSE,7/9/19 16:24,NA,https://scottrasmussen.com/toplines-congressional-ballot/,general,42,36,NA
99065,58612,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3002,rv,rv,Online,U.S. House,NA,7/2/19,7/5/19,NA,TRUE,FALSE,7/7/19 11:38,NA,https://docs.google.com/spreadsheets/d/e/2PACX-1vT99aymxeMY2tB1rXcenvt80eHFu8kMTLwHUIQ1LkIt_Zuy5HmfI8hP0s5yZ2auQDIGBNwpeFz2F3TR/pubhtml/sheet?headers=false&gid=0,general,43,36,NA
99080,58619,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3000,rv,rv,Online,U.S. House,NA,7/1/19,7/4/19,NA,TRUE,FALSE,7/8/19 11:35,NA,https://scottrasmussen.com/toplines-congressional-ballot/,general,43,36,NA
99064,58611,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3000,rv,rv,Online,U.S. House,NA,6/30/19,7/3/19,NA,TRUE,FALSE,7/7/19 11:38,NA,https://docs.google.com/spreadsheets/d/e/2PACX-1vQP70PcC-J_VzSHXPsuuIhJigbS2VTS5REQTtKnLPTxAYnijMLspjZNZvc8XEwFUq-quyf5UdWtSHqW/pubhtml/sheet?headers=false&gid=0,general,43,36,NA
98945,58606,8274,2020,NA,568,YouGov,352,Economist,NA,YouGov,391,YouGov,B+,1265,rv,rv,Online,U.S. House,NA,6/30/19,7/2/19,NA,NA,FALSE,7/3/19 09:25,NA,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/4ggh3e3308/econTabReport.pdf,general,48,39,NA
98933,58599,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3000,rv,rv,Online,U.S. House,NA,6/29/19,7/2/19,NA,TRUE,FALSE,7/3/19 08:17,NA,https://docs.google.com/spreadsheets/d/e/2PACX-1vSv0YQ40erAZY8FLU0llG4LsUEhSg-CNiaEgnQuwLlN65mt7T3ZSOAT4CCl-QUBbTQ7QOHn74XNWJG4/pubhtml/sheet?headers=false&gid=0,general,43,36,NA
98826,58590,8274,2020,NA,1189,Morning Consult,538,Politico,NA,Morning Consult,218,Morning Consult,B,1472,rv,rv,Online,U.S. House,NA,6/29/19,7/1/19,NA,NA,FALSE,7/2/19 00:51,NA,https://morningconsult.com/wp-content/uploads/2019/07/190675_crosstabs_POLITICO_RVs_v2_BH.pdf,general,45,35,NA
98907,58582,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3002,rv,rv,Online,U.S. House,NA,6/28/19,7/1/19,NA,TRUE,FALSE,7/2/19 08:17,NA,https://docs.google.com/spreadsheets/d/e/2PACX-1vQTXWKuFPi5tu-0Ctm5YtaxX-u_e3jezOaGrAotO2dtHVRTogPNwIh6Pcc7AHYYdUA6iSgAxbYuDrkh/pubhtml/sheet?headers=false&gid=0,general,41,36,NA
124124,66590,8274,2020,NA,552,The Winston Group,1312,Winning the Issues,REP,The Winston Group,385,The Winston Group,A/B,1000,rv,rv,Online,U.S. House,NA,6/29/19,6/30/19,NA,NA,FALSE,5/29/20 13:11,NA,https://www.winningtheissues.org/wp-content/uploads/2019/10/Winning-the-Issues-June-II-2019-National-Survey.pdf,general,46,41,NA
98741,58579,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3000,rv,rv,Online,U.S. House,NA,6/27/19,6/30/19,NA,TRUE,FALSE,7/1/19 13:07,NA,https://scottrasmussen.com/toplines-congressional-ballot/,general,42,35,NA
98740,58578,8274,2020,NA,1416,Harris Insights & Analytics,985,ScottRasmussen.com,NA,HarrisX,133,Harris Insights & Analytics,B+,3000,rv,rv,Online,U.S. House,NA,6/26/19,6/29/19,NA,TRUE,FALSE,7/1/19 13:07,NA,https://scottrasmussen.com/toplines-congressional-ballot/,general,42,36,NA
