cycle,race,state,candidates,endorsements
2020,House,Illinois,Anthony Clark,"Local officials
Rossana Rodriguez-Sanchez, Chicago, Illinois alderwoman from Ward 33 since 2019[108]
Notable individuals
Cori Bush, activist, organizer, nurse, pastor, Democratic candidate for U.S. Representative from MO-01(2018, 2020)[108][109]
Paula Jean Swearengin, social and environmental activist; candidate for U.S. Senate from West Virginia in 2018 and 2020[108]
Newspapers
The Chicago Sun-Times[110]
Organizations
Brand New Congress[111]
Democratic Socialists of America - Chicago, Illinois chapter[108]
Our Revolution - Buffalo Grove, Illinois chapter[108]
The People for Bernie Sanders[108]"
2020,House,Illinois,Kina Collins,"Organizations

Center for Popular Democracy[112]
Northside Democracy for America[113]
Blue America[112]
Good Kids Mad City[112]
Illinois Youth Climate Strike[112]

Elected officials

Anna Moeller, Illinois House Representative for the 43rd district[114]
Jeanette Taylor, alderman for the 20th ward in Chicago City Council[114]
Susan Buchanan, Oak Park Village Trustee[114]
Arti Walker-Peddakotla, Oak Park Village Trustee[114]
Patty Henek, River Forest Village Trustee[114]
Erika Bachner, River Forest Village Trustee[114]
Katie Avalos, member of the Illinois District 90 school board[114]
Jackie Moore, president of the Illinois District 200 school board[114]

Individuals

Channyn Lynne Parker, transgender rights activist[112]"
2020,House,Illinois,Danny K. Davis,"Organizations
J Street PAC[79]
Planned Parenthood Action Fund[7]
Sierra Club[8]"
2020,House,Illinois,Bill Foster,"U.S. Senators
Dick Durbin, Senator from Illinois (1997-present)[122]
Organizations
314 Action[77]
J Street PAC[79]
Planned Parenthood Action Fund[7]
Sierra Club[8]
Labor Unions
Illinois AFL–CIO[122]
Newspapers
Chicago Sun-Times[123]
Chicago Tribune[124]"
2020,House,Illinois,Rachel Ventura,"Individuals
Paul Dillon, actor[125]
Michael Shannon, actor, director, and musician[125]
Organizations
Brand New Congress[125]
Democratic Socialists of America - West Suburban Illinois chapter[125]
Friends of the Earth Action[126]
Our Revolution[125]
Sunrise Movement - Chicago, Illinois chapter[125]"
2020,House,Illinois,Rick Laib,"Organizations
Family Research Council[129]
National Right to Life Committee[130]"
2020,House,Illinois,Ray Lenzi (D),"Organizations
Indivisible[134]
Sierra Club[8]"
2020,House,Illinois,Stefanie Smith,"Organizations
Democratic Socialists of America - Central Illinois chapter[137]
Democratic Socialists of America - Champaign-Urbana, Illinois chapter[137]
Rose Caucus[138]
Young Democratic Socialists of America - University of Illinois at Urbana–Champaign chapter[137]"
2020,House,Illinois,Betsy Dirksen Londrigan,"U.S. Presidents
Barack Obama, 44th President of the United States[139]
U.S. Vice Presidents
Joe Biden, 47th Vice President of the United States and 2020 Democratic nominee for President[140]
U.S. Senators
Dick Durbin, U.S. Senator from Illinois[141]
Kamala Harris, U.S. Senator from California and 2020 Democratic Vice Presidential Nominee[142]
State legislators
Andy Manar, State Senator[143]
Labor Unions
AFSCME[144]
Illinois AFL-CIO[145]
Illinois Nurses Association[146]
International Brotherhood of Electrical Workers[147]
International Brotherhood of Teamsters[148]
United Food and Commercial Workers (UFCW Local 881)[147]
United Steelworkers[147]
Newspapers
The News-Gazette[149]
Organizations
Alliance for Retired Americans[150]
Bend the Arc[147]
Congressional Black Caucus[151]
Council for a Livable World[152]
EMILY's List[153]
End Citizens United[154]
Everytown for Gun Safety[155]
Giffords[156]
Human Rights Campaign[157]
J Street[79]
Moms Demand Action[158]
NARAL Pro-Choice America[159]
National Committee to Preserve Social Security and Medicare[160]
National Organization for Women[161]
New Democrat Coalition[162]
Planned Parenthood Action Fund[7]
Sierra Club[8]
Individuals
Marie Newman, 2020 Democratic nominee for Illinois's 3rd Congressional District[163]"
2020,House,Illinois,Lauren Underwood,"US Presidents
Barack Obama, 44th President of the United States[139]
Local officials
Pete Buttigieg, former Mayor of South Bend, Indiana (2012–2020) and former candidate for 2020 Democratic presidential nomination.[168]
Individuals
Alex Hirsch, writer, artist, and animator[169]
Publications
The Daily Herald[170]
Organizations
314 Action[77]
Black Economic Alliance[171]
Democracy for America[172]
League of Conservation Voters Action Fund[173]
Sierra Club[8]"
2020,House,Illinois,Catalina Lauf,"Organizations
The New York Young Republican Club[183]"
2020,House,Illinois,Jim Oberweis,"U.S. Executive Branch Officials
Donald Trump, 45th President of the United States[184]
U.S. Senators
Marco Rubio, U.S. Senator from Florida[185]
U.S. Representatives
Don Manzullo, former Representative IL-16 (1993-2013)[186]"
2020,House,Illinois,Sue Rezin,"State-wide officials
Leslie Munger, former Comptroller of Illinois[187]
Newspapers
Chicago Tribune[188]
Daily Herald[189]"
2020,House,Illinois,Mary Miller (R),"Federal officials
Donald Trump, 45th President of the United States
Organizations
Susan B. Anthony List[203]"
2020,House,Illinois,Dani Brzozowski (D),"U.S. Senators
Tammy Duckworth, IL[206][207]
Dick Durbin, IL[206][208]
U.S. Representatives
Sean Casten, Representative for Illinois's 6th congressional district[206][209]
Bill Foster, Representative for Illinois's 11th congressional district[206][210]
Jesús ""Chuy"" García, Representative for Illinois's 4th congressional district[206][211]
Robin Kelly, Representative for Illinois's 2nd congressional district[206][212]
Jan Schakowsky, Representative for Illinois's 9th congressional district[206][213]
Lauren Underwood, Representative for Illinois's 14th congressional district[214][206][215]
Statewide elected official
Mike Frerichs, Illinois State Treasurer[206]
State Senators
Daniel Biss, former Illinois State Senator, Democratic gubernatorial candidate in 2018[206]
Melinda Bush,[206] State Senator
State Representative
Kelly Cassidy,[206] State Representative
Congressional candidate
Marie Newman, Democratic nominee for Illinois's 3rd congressional district[206]
Unions
AFL-CIO[206]
Illinois Federation of Teachers[206][216]
Illinois Nurses Association[206][217]
Teamsters Joint Council 25[206][218]
Organizations
Congressional Black Caucus PAC[206]
End Citizens United[206]
Independent Voters of Illinois Independent Precinct Organization[206][219]
Indivisible[134][206][220]
NARAL Pro-Choice America[206]
National Organization for Women[206][221]
Our Revolution Will County Progressives[206]
Planned Parenthood[206][222]
Sierra Club[206][223]
Sunrise Movement DeKalb[206]
Individual
Gloria Steinem, feminist, journalist, activist[206][224]"
2020,House,Illinois,Adam Kinzinger (R),"Organization
Citizens for Responsible Energy Solutions[225]"
2020,House,Illinois,Cheri Bustos (D),"Organizations
End Citizens United[229]
J Street PAC[79]
Planned Parenthood Action Fund[7]"
2020,House,Illinois,Esther Joy King (R),"U.S. Executive Branch officials
Donald Trump, President of the United States[230]
Organizations
Susan B. Anthony List[231]"
2020,House,Indiana,Jim Harper,"Organizations
Blue America[14]
Democracy for America[15]
Indivisible movement Northwest Indiana[16]
Medicare for All PAC[16]
Our Michigan City[16]
Our Revolution[16]
Progressive Democrats of America[17]"
2020,House,Indiana,Frank J. Mrvan,"Federal officials
Pete Visclosky, U.S. Representative for Indiana's 1st congressional district[18]
Unions
United Steelworkers Local 6787[18]"
2020,House,Indiana,Jackie Walorski,"Organizations
Maggie's List[35]"
2020,House,Indiana,Pat Hackett,"Organizations
LGBTQ Victory Fund[38]"
2020,House,Indiana,Pat Hackett (Democratic),"Vice Presidents
Joe Biden, Vice President of the United States (2009 to 2017), Senator from Delaware (1973 to 2009) and Democratic Party nominee for President of the United States (2020)[39]
Senators
Joe Donnelly, Senator from Indiana (2013 to 2019) and Representative from Indiana (2007 to 2013)[40]
Mayors
Pete Buttigieg, Mayor of South Bend, Indiana (2012 to 2020) and Democratic Party candidate for President of the United States (2020)[41]
Allan Kauffman, Mayor of Goshen, Indiana (1986 to 2015)[42]
Steve Luecke, Mayor of South Bend, Indiana (1997 to 2012)[42]
James Mueller, Mayor of South Bend, Indiana (since 2020)[42]
Individuals
Cynthia Nixon, actress, activist and Democratic Party candidate for Governor of New York (2018)[43]
Organizations
Equality PAC[42]
End Citizens United[44]
Indiana State AFL-CIO[45]
Indiana Stonewall Democrats[46]
International Association of Bridge, Structural, Ornamental and Reinforcing Iron Workers[42]
International Brotherhood of Teamsters Local 364[45]
International Union of Operating Engineers Local 150[42]
Let America Vote[44]
LGBTQ Victory Fund[38]
LPAC[42]
National Education Association[47]
United Association Local 172[48]
United Steelworkers Local 12,775[49]"
2020,House,Indiana,Jackie Walorski (Republican),"Presidents
Donald Trump, President of the United States (since 2017)[50]
Organizations
Indiana Farm Bureau[51]
Maggie's List[35]
National Federation of Independent Business[52]
National Right to Life Committee[53]
Right to Life Indiana[54]"
2020,House,Indiana,Carlos Marcano,"Organizations
Rose Caucus[60]"
2020,House,Indiana,Victoria Spartz,"Organizations
Club for Growth[90]
Indiana Right to Life PAC[91] (co-endorsed with Beth Henderson)
National Rifle Association[92]"
2020,House,Indiana,Beth Henderson,"U.S. Senators
Mike Braun, U.S. Senator from Indiana[93]
U.S. Representatives
Dan Burton, former U.S. Representative (IN-05, IN-06) (1983-2013)[94]
Organizations
Indiana Right to Life PAC[94] (co-endorsed with Victoria Spartz)"
2020,House,Indiana,Jennifer Christie,Organizations
2020,House,Indiana,Christina Hale,"Federal officials
Seth Moulton, U.S. Representative (MA-06)[99]
Labor unions
Brotherhood of Locomotive Engineers and Trainmen[100]
Indiana/Kentucky/Ohio Regional Council of Carpenters[100]
International Brotherhood of Boilermakers, Iron Ship Builders, Blacksmiths, Forgers and Helpers[100]
International Brotherhood of Electrical Workers[100]
International Brotherhood of Teamsters[100]
SMART[100]
International Union of Operating Engineers[100]
United Food and Commercial Workers Local 700[101]
United Steelworkers[100]
Organizations
American Association for Justice PAC[100]
Democratic Congressional Campaign Committee[102]
EMILY's List[103]
Everytown for Gun Safety[104]
NARAL Pro-Choice America[105]
New Democrat Coalition[106]
Planned Parenthood Action Fund[107]
Serve America PAC[99]"
2020,House,Indiana,Christina Hale (D),"US Presidents
Barack Obama, 44th President of the United States[108]
Federal officials
Seth Moulton, U.S. Representative (MA-06)[99]
State Officials
Jennifer McCormick, Indiana Superintendent of Public Instruction (Republican)[109]
Local officials
Pete Buttigieg, former mayor of South Bend and former 2020 presidential candidate[110]
Labor unions
Brotherhood of Locomotive Engineers and Trainmen[100]
Indiana/Kentucky/Ohio Regional Council of Carpenters[100]
International Brotherhood of Boilermakers, Iron Ship Builders, Blacksmiths, Forgers and Helpers[100]
International Brotherhood of Electrical Workers[100]
International Brotherhood of Teamsters[100]
SMART[100]
International Union of Operating Engineers[100]
United Food and Commercial Workers Local 700[101]
United Steelworkers[100]
Organizations
American Association for Justice PAC[100]
BOLD PAC[111]
Democratic Congressional Campaign Committee[102]
EMILY's List[103]
Everytown for Gun Safety[104]
Giffords[112]
Human Rights Campaign[113]
League of Conservation Voters[114]
NARAL Pro-Choice America[105]
New Democrat Coalition[106]
Planned Parenthood Action Fund[107]
Serve America PAC[99]"
2020,House,Indiana,Victoria Spartz (R),"U.S. Executive Branch Officials
Donald Trump, 45th President of the United States[115]
Mike Pence, 48th Vice President of the United States[116]
U.S. Representatives
Kevin McCarthy, House Minority Leader and U.S. Representative from California's 23rd congressional district[117]
Steve Scalise, House Minority Whip and U.S. Representative from Louisiana's 1st congressional district[117]
Susan Brooks, U.S. Representative from Indiana's 5th congressional district[118]
State legislators
Andy Zay, State Senator from Indiana's 17th district[119]
Brian Buchanan, State Senator from Indiana's 7th district[120]
Chip Perfect, State Senator from Indiana's 43rd district[121]
Chuck Goodrich, State Representative from Indiana's 29th district[122]
David Wolkins, State Representative from Indiana's 18th district[123]
Eric Bassler, State Senator from Indiana's 39th district[124]
Jeff Raatz, State Senator from Indiana's 27th district[125]
Jim Buck, State Senator from Indiana's 21st district[126]
Liz Brown, State Senator from Indiana's 15th district[127]
Mark Messmer, State Senator from Indiana's 48th district[128]
Mike Karickhoff, State Representative from Indiana's 30th district[129]
Phil Boots, State Senator from Indiana's 23rd district[130]
Ron Alting, State Senator from Indiana's 22nd district[131]
Tony Cook, State Representative from Indiana's 32nd district[132]
Organizations
Club for Growth[90]
Indiana Right to Life PAC[91]
Maggie's List[118]
National Federation of Independent Business[118]
National Rifle Association[92]
Susan B. Anthony List[118]
Tea Party Express[118]"
2020,House,Indiana,E. Thomasina Marsili,"Organizations
Indivisible movement[139]"
2020,House,Indiana,Trey Hollingsworth,"Organizations
National Rifle Association[140]
National Right to Life Committee[141]"
2020,House,Indiana,Brandon Wesley Hood,"Organizations
Rose Caucus (retracted)[144]"
2020,House,Indiana,Andy Ruff,"Federal Politicians
Baron Hill, former U.S. Representative from Indiana's 9th congressional district[145]
State Politicians
John R. Gregg, former Speaker of the Indiana House of Representatives and nominee for Governor of Indiana in 2012 and 2016[145]
Terry Goodin, state representative[145]
Mark Kruzan, former Majority Leader of the Indiana House of Representatives and former mayor of Bloomington[145]
Matt Pierce, state representative[145]
Individuals
Liz Watson, Executive Director of the Congressional Progressive Caucus and nominee for Indiana's 9th congressional district in 2018[145]
Dan Cannon, civil rights lawyer and candidate for Indiana's 9th congressional district in 2018[145]
Organizations
Our Revolution Southern Indiana[145]"
2020,House,Indiana,Andy Ruff[145],"Federal Politicians
Baron Hill, former U.S. Representative from Indiana's 9th congressional district
State Politicians
John R. Gregg, former Speaker of the Indiana House of Representatives and nominee for Governor of Indiana in 2012 and 2016
Terry Goodin, state representative
Mark Kruzan, former Majority Leader of the Indiana House of Representatives and former mayor of Bloomington[145]
Matt Pierce, state representative
Individuals
Liz Watson, Executive Director of the Congressional Progressive Caucus and nominee for Indiana's 9th congressional district in 2018
Dan Cannon, civil rights lawyer and candidate for Indiana's 9th congressional district in 2018
Organizations
Indiana AFL-CIO
Indiana-Kentucky AFSCME
Our Revolution Southern Indiana"
2020,House,Iowa,Abby Finkenauer,"Former US Executive Branch Officials
Barack Obama, former President of the United States (2009-2017, former Senator from Illinois (2005-2008)[3]
Federal officials
Elizabeth Warren, U.S Senator from Massachusettes (2013-present), 2020 candidate for President[4]
Organizations
EMILY's List[5]
End Citizens United[6]
J Street PAC[7]
League of Conservation Voters Action Fund[8]
NARAL Pro-Choice America[9]
Planned Parenthood Action Fund[10]
Sierra Club[11]"
2020,House,Iowa,Ashley Hinson,"State and local Politicians
Kim Reynolds, Governor of Iowa[16]
Organizations
Maggie's List[17]
Susan B. Anthony List[18]"
2020,House,Iowa,Rita Hart,"Former US Executive Branch Officials
Barack Obama, former President of the United States (2009-2017, former Senator from Illinois (2005-2008)[3]
Federal politicians
Cindy Axne, U.S. Representative (IA-3)[38]
Abby Finkenauer, U.S. Representative (IA-1)[38]
Dave Loebsack, U.S. Representative (IA-2)[39]
Amy Klobuchar, U.S. Senator from Minnesota[40][non-primary source needed]
Statewide politicians
Patty Judge, former Lieutenant Governor of Iowa, former Iowa Secretary of Agriculture and nominee for U.S. Senate in 2016
Rob Sand, Iowa State Auditor[41]
State Senators
Joe Bolkcom, State Senator, District 43
Chris Brase, former State Senator, District 46
Tom Courtney, former State Senator, District 44
Bob Dvorsky, former State Senator, District 37
Kevin Kinney, State Senator, District 39
Jim Lykam, State Senator, District 45
Rich Taylor, State Senator, District 42
Zach Wahls, State Senator, District 37
State Representatives
Wes Breckenridge, State Representative, District 29
Mary Gaskill, State Representative, District 81
David Jacoby, State Representative, District 74
Monica Kurth, State Representative, District 89
Mary Mascher, State Representative, District 86
Phil Miller, former State Representative, District 82
Amy Nielsen, State Representative, District 77
Sally Stutsman, former State Representative, District 77
Phyllis Thede, State Representative, District 93
Mary Wolfe, State Representative, District 98
Frank Wood, former State Representative, District 92, and former State Senator, District 42
Local politicians
Ken Croken, Scott County Supervisor[42]
Cindy Drost, former Mahaska County Recorder
Bill Gluba, former Mayor of Davenport
Thom Hart, former Mayor of Davenport
Nasseem Hesler, former Mayor of Keosauqua
Eric Van Lancker, Clinton County Auditor
Rick Larkin, Lee County Supervisor
Rick Lincoln, Clinton County Sheriff
Janet Lyness, Johnson County Attorney
Megan Suhr, Knoxville City Councillor
Party officials
Sue Dvorsky, former Chair of the Iowa Democratic Party

[43]

Individuals
Veronica Tessler, businesswoman[44]
Organizations
Democratic Congressional Campaign Committee[45]
EMILY's List[46]
End Citizens United[47]
League of Conservation Voters Action Fund[48]
NARAL Pro-Choice America[49]"
2020,House,Iowa,Mariannette Miller-Meeks,"Statewide politicians
Kim Reynolds, Governor of Iowa[62]
Terry Branstad, former Governor of Iowa[63]
Mike Naig, Iowa Secretary of Agriculture[64]
Organizations
Maggie's List[17]"
2020,House,Iowa,Bobby Schilling,"Federal politicians
Jim Jordan, U.S. Representative[65]"
2020,House,Iowa,Randy Feenstra,"State Senators
Annette Sweeney, State Senator, District 25[87]
State Representatives
Dan Huseman, State Representative, District 3[87]
Megan Jones, State Representative, District 2[87]
Tim Kraayenbrink, State Representative, District 5[88]
Individuals
Bob Vander Plaats, president and CEO of The Family Leader, candidate for Governor of Iowa in 2002, 2006 and 2010 and nominee for Lieutenant Governor of Iowa in 2006[89]
Organizations
National Right to Life[90]
Republican Jewish Coalition[91]
Republican Main Street Partnership PAC[92]
U.S. Chamber of Commerce[93]
Newspapers
Sioux City Journal[94]"
2020,House,Iowa,Steve King,"State Representatives
Ralph Klemme, former State Representative (District 3)[95]
Individuals
Sam Clovis, national co-chair of Donald Trump's 2016 presidential campaign, candidate for State Treasurer of Iowa in 2014[96]"
2020,House,Iowa,J.D. Scholten,"Organizations
League of Conservation Voters Action Fund[48]
Sierra Club[11]"
2020,House,Kansas,Bill Clifford,"State officials
Gary Harshberger, former Kansas Water Authority chairman[11]
Organizations
With Honor[12]"
2020,House,Kansas,Tracey Mann,"Federal officials
Bob Dole, former U.S. Senator (R-KS) and 1996 Republican presidential nominee[13]
Tom Osborne, former U.S. Representative (NE-03) (2001–2007)[14]
Organizations
Americans for Prosperity (AFP) Action[15]
Kansas Farm Bureau[16]
National Rifle Association Political Victory Fund[17]
Reno County Farm Bureau[18]"
2020,House,Kansas,Jake LaTurner,"State officials
Jeff Colyer, former Governor (2018–2019) and Lieutenant Governor (2011–2018)[36]
Steve Fitzgerald, former state senator (2013–2018) and 2014 and 2018 Republican candidate in KS-02[37]
Kevin Jones, former state representative (2013–2019)[38]
Doug Mays, 2018 Republican candidate in KS-02 and former state representative (1993–2006) and state House speaker (2003–2006)[39]
Organizations
Family Policy Alliance of Kansas[40]
Kansans for Life (KFL) PAC (initially co-endorsed with Steve Watkins, subsequently endorsed on his own)[41]
Kansas Farm Bureau[42]
National Association for Gun Rights[43]"
2020,House,Kansas,Dennis Taylor,"Newspapers
Kansas City Star[44]"
2020,House,Kansas,Steve Watkins,"Executive Officials
Donald Trump, President of the United States[45]
Mike Pence, Vice President of the United States[45]
Organizations
National Federation of Independent Business (NFIB)[46]
National Rifle Association Political Victory Fund[47]
National Right to Life Committee[48]"
2020,House,Kansas,Michelle De La Isla,"U.S. Presidents
Barack Obama, 44th President of the United States (2009–2017), U.S. Senator from Illinois (2005–2008)[53]
Organizations
Congressional Hispanic Caucus Bold PAC[54]
EMILY's List[55]
End Citizens United[56]
Latino Victory Fund[57]
League of Conservation Voters Action Fund[58]
Let America Vote[56]
PODER PAC[59]
Sierra Club[60]
Individuals
Pete Buttigieg, former mayor of South Bend, Indiana (2012–2020) and 2020 Democratic presidential candidate[61]"
2020,House,Kansas,Sharice Davids,"U.S. Presidents
Barack Obama, 44th President of the United States (2009–2017), U.S. Senator from Illinois (2005–2008)[53]
Local officials
Pete Buttigieg, former mayor of South Bend, Indiana (2012–2020) and former 2020 Presidential candidate.[61]
Organizations
League of Conservation Voters Action Fund[63]
LGBTQ Victory Fund[64]
Sierra Club[60]"
2020,House,Kansas,Amanda Adkins,"Federal officials
Roy Blunt, U.S. Senator from Missouri and former U.S. Representative (MO-07) (1997–2011) and Missouri Secretary of State (1985–1993)[69]
Ted Cruz, U.S. Senator from Texas[70]
Sam Graves, U.S. Representative (MO-06)[69]
State officials
Jeb Bush, former Governor of Florida (1999–2007)[71]
Organizations
Associated General Contractors of America[69]
Kansans for Life (KFL) PAC (co-endorsed with Mike Beehler, Adrienne Vallejo Foster, and Sara Hart Weir)[41]
Individuals
Susan Pompeo, wife of Mike Pompeo, U.S. Secretary of State and former CIA director (2017–2018) and U.S. Representative (R-KS-04) (2011–2017)[72]"
2020,House,Kansas,Mike Beehler,"Organizations
Kansans for Life (KFL) PAC (co-endorsed with Amanda Adkins, Adrienne Vallejo Foster, and Sara Hart Weir)[41]"
2020,House,Kansas,Adrienne Foster,"Federal officials
Todd Tiahrt, 2014 and 2017 Republican candidate in KS-04, former U.S. Representative (R-KS-04) (1995–2011), and Republican candidate in 2010 U.S. Senate election in Kansas[69]
State officials
Bill Sutton, state representative[73]
Jene Vickrey, state representative and former state House majority leader and speaker pro tempore[69]
Newspapers
Kansas City Star[74]
Organizations
Kansans for Life (KFL) PAC (co-endorsed with Amanda Adkins, Mike Beehler, and Sara Hart Weir)[41]"
2020,House,Kansas,Sara Hart Weir,"Federal officials
Lynn Jenkins, former U.S. Representative (KS-02) (2009–2019) and Kansas State Treasurer (2003–2008)[69]
Cathy McMorris Rodgers, U.S. Representative (WA-05)[69]
Organizations
Kansans for Life (KFL) PAC (co-endorsed with Amanda Adkins, Mike Beehler, and Adrienne Vallejo Foster)[41]
Maggie's List[69]
Republican Main Street Partnership PAC[75]
Value in Electing Women (VIEW) PAC[69]"
2020,House,Kentucky,Thomas Massie (R),"US Senators
Rand Paul, U.S. Senator from Kentucky[18]"
2020,House,Kentucky,Josh Hicks (D),"Charles Booker, state representative and former candidate for U.S. Senate in 2020[25]
VoteVets[26]"
2020,House,Maine,Jared Golden,"Federal officials
William Cohen, former U.S. Senator (R-ME)[17]
Organizations
End Citizens United[18]
J Street PAC[19]
League of Conservation Voters Action Fund[20]
NARAL Pro-Choice America[21]
Planned Parenthood Action Fund[22]
Sierra Club[23]
VoteVets[24]"
2020,House,Maine,Adrienne Bennett,"Federal officials
Elise Stefanik, U.S. Representative (NY-21)[30]
Organizations
Elevate PAC[31]
Susan B. Anthony List Candidate Fund[32]
Value in Electing Women (VIEW) PAC[33]"
2020,House,Maine,Eric Brakey,"Federal officials
Rand Paul, U.S. Senator (KY)[34]
State officials
Paul Davis, state senator and former state representative (2008-2014), state Senate minority leader (2004-2006), and state senator (1998-2006) (co-endorsed with Dale Crafts)[35]
Organizations
Club for Growth[36]
FreedomWorks[37]
Protect Freedom PAC[38]"
2020,House,Maine,Dale Crafts,"Federal officials
Dan Crenshaw, U.S. Representative (TX-2)[39]
Donald Trump, President of the United States (2017-2021)[40]
U.S. Governors
Paul LePage, former Governor of Maine (2011-2019) and 2022 Republican gubernatorial candidate[41]
Kristi Noem, Governor of South Dakota[42]
State officials
Bernard Ayotte, former state representative (2006-2014)[43]
Kevin Battle, former state representative (2014-2018)[43]
Robert Berube, former state representative (2002-2008)[43]
Russell Black, state senator and former state representative (2010-2018)[44]
David C. Burns, former state senator (2012-2016)[44]
Richard Cebra, state representative and former Maine Republican Party chair (2012-2013) and state representative (2004-2012)[43]
Patrick Corey, state representative[44]
Dean Cray, former state representative (2008-2014)[44]
Andre Cushing III, former state senator (2012-2018), state Senate assistant majority leader, and state representative (2008-2012)[43]
Scott Cyrway, state senator[43]
Douglas Damon, former state representative (2010-2012)[45]
Paul Davis, state senator and former state representative (2008-2014), state senator (2002-2006), and state Senate minority leader (2004-2006) (co-endorsed with Eric Brakey)[43]
Peter Doak, former state representative (2012-2014)[45]
Dana Dow, state senator and state Senate minority leader[43]
Gary Drinkwater, state representative[44]
Bradlee Farrin, state senator and former state representative (2014-2018)[45]
Jeffery Gifford, former state representative (2006-2014)[43]
Randall Greenwood, former state representative (2014-2016)[46]
James Hamper, state senator and former state representative (2004-2012)[43]
Jeffery Hanley, state representative (co-endorsed with Eric Brakey)[43]
Gary Hilliard, former state representative (2014-2018)[43]
Brian Hobart, former state representative (2014-2016)[43]
Peter Johnson, former state representative (2008-2014)[43]
L. Gary Knight, former state representative (2006-2014)[43]
Ricky Long, former state representative (2010-2016)[43]
Tom Martin, state representative and former state senator (2010-2012)[43]
Garrett Mason, former state senator (2010-2018) and state Senate majority leader[43]
Rick Mason, state representative (co-endorsed with Eric Brakey)[44]
Michael McClellan, former state representative (2010-2016)[43]
Susan Morissette, former state representative (2010-2012)[43]
Joshua Morris, state representative (co-endorsed with Eric Brakey)[43]
Allen Nadeau, former state representative (2012-2014)[43]
Melvin Newendyke, former state representative (2010-2014)[43]
John Picchiotti, former state representative (2010-2012, 2014-2018)[43]
Richard Pickett, state representative[43]
Jeffrey Pierce, former state representative (2014-2018)[43]
Debra Plowman, acting Education Commissioner (2016), Republican candidate in 2012 U.S. Senate race, and former state senator (2004-2012) and state Senate assistant majority leader and state representative (1992-2000)[43]
Gary Plummer, former state senator (2012-2014) and state representative (2004-2012)[43]
Matthew Pouliot, state senator and former state representative (2014-2018)[43]
Kerri Prescott, former state representative (2006-2012)[43]
Deborah Sanderson, state representative[43]
Jeffrey Timberlake, state senator and former state representative (2010-2018)[44]
Michael Timmons, former state representative (2014-2016)[43]
William Tuell, state representative[43]
Charlie Webster, former Maine Republican Party chair (2008-2012), 1994 Republican gubernatorial candidate, and former state senator (1984-1994), state Senate minority leader (1988-1992), state Senate assistant minority leader (1986-1988), and state representative (1980-1984)[43]
Stephen Wood, former state representative (2010-2018)[44]
David Woodsome, state senator[43]
Newspapers
Bangor Daily News[47]
Organizations
Family Research Council (FRC) Action[48]
National Rifle Association (NRA) [49]
National Federation of Independent Business[50]
Individuals
Shawn Moody, businessman, 2018 Republican gubernatorial nominee, and 2010 independent gubernatorial candidate[51]"
2020,House,Maine,Jared Golden (D),"Organizations
End Citizens United[18]
J Street PAC[19]
League of Conservation Voters Action Fund[20]
NARAL Pro-Choice America[21]
Planned Parenthood Action Fund[22]
Sierra Club[23]
VoteVets[24]"
